file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\actions\LogAction.java,org.terasology.module.behaviors.actions.LogAction,class,8,9,1,8,2,2,0,6,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,1,2,0,0,0,1,0,0,11,1,0,0,0,0,2,0,1,0,2,0,0,0,0,52,1,1
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\actions\SetAnimationAction.java,org.terasology.module.behaviors.actions.SetAnimationAction,class,9,9,0,9,8,2,0,8,1,0.5555556,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,34,1,1,4,0,0,3,0,7,0,6,3,0,0,0,51,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\actions\PlayMusicAction.java,org.terasology.module.behaviors.actions.PlayMusicAction,class,14,15,1,14,9,2,0,8,3,0.6666667,0.0,0.0,3,0,2,1,0,0,2,0,0,0,4,0,0,4,0,0,0,0,0,31,3,0,5,0,0,2,2,4,0,6,2,0,0,1,42,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\components\TargetComponent.java,org.terasology.module.behaviors.components.TargetComponent,class,3,7,4,3,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,1,0,0,0,0,47,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\actions\LookAtAction.java,org.terasology.module.behaviors.actions.LookAtAction,class,11,12,1,11,6,2,0,15,1,0.75,NaN,NaN,2,0,1,1,0,0,1,0,0,0,2,1,0,2,0,0,0,0,4,32,4,0,1,0,2,1,9,16,4,16,1,0,0,0,77,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\actions\FindDummyPathTo.java,org.terasology.module.behaviors.actions.FindDummyPathTo,class,6,6,0,6,2,2,0,5,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,2,0,1,0,0,1,0,2,0,2,1,0,0,0,45,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\plugin\FlyingMovementPlugin.java,org.terasology.module.behaviors.plugin.FlyingMovementPlugin,class,15,17,2,15,7,2,0,16,10,0.8,0.0,0.0,5,0,4,1,0,0,4,0,0,0,1,1,0,1,0,0,1,0,3,30,3,0,1,0,1,3,2,7,3,7,1,0,0,0,37,1,1
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\actions\CheckFleeContinueAction.java,org.terasology.module.behaviors.actions.CheckFleeContinueAction,class,10,11,1,10,6,2,0,7,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,30,5,0,3,0,0,1,0,10,1,10,1,0,0,0,28,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\plugin\CompositeMovementPlugin.java,org.terasology.module.behaviors.plugin.CompositeMovementPlugin,class,11,12,1,11,7,2,0,8,0,0.0,1.0,1.0,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,1,0,0,27,4,2,0,0,0,0,0,4,0,4,2,0,0,0,31,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\plugin\FallingMovementPlugin.java,org.terasology.module.behaviors.plugin.FallingMovementPlugin,class,14,16,2,14,6,2,0,13,6,0.75,0.0,0.0,4,0,4,0,0,0,4,0,0,0,1,1,0,1,0,0,1,0,1,26,2,0,1,0,0,3,2,6,1,6,1,0,0,0,35,1,1
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\systems\FindNearbyPlayersSystem.java,org.terasology.module.behaviors.systems.FindNearbyPlayersSystem,class,13,14,1,13,13,2,0,21,1,0.75,NaN,NaN,2,0,1,1,0,0,1,0,0,0,2,1,0,2,0,0,1,0,4,52,3,2,7,0,2,0,1,20,1,19,2,0,0,2,48,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\actions\FollowCharacterAction.java,org.terasology.module.behaviors.actions.FollowCharacterAction,class,6,6,0,6,2,2,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,1,0,3,0,2,0,0,0,0,18,1,0
C:\projects\Behaviors\src\test\java\org\terasology\module\behaviors\BehaviorTests.java,org.terasology.module.behaviors.BehaviorTests,class,16,16,0,16,5,1,0,15,0,0.375,1.0,1.0,4,0,2,0,0,2,4,0,0,0,2,0,0,0,0,2,0,0,0,28,2,0,0,0,0,15,0,4,5,6,1,0,0,2,35,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\actions\MoveAlongPathNode.java,org.terasology.module.behaviors.actions.MoveAlongPathNode,class,7,8,1,7,3,2,0,9,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,22,3,0,1,0,0,4,0,2,0,2,2,0,0,0,54,1,3
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\actions\CheckNightAction.java,org.terasology.module.behaviors.actions.CheckNightAction,class,6,6,0,6,4,2,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,14,2,0,1,0,0,1,0,1,0,1,1,0,0,0,26,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\actions\SetTargetToNearbyPlayer.java,org.terasology.module.behaviors.actions.SetTargetToNearbyPlayer,class,9,9,0,9,5,2,0,7,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,21,2,0,1,0,0,1,0,6,0,3,1,0,0,0,25,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\actions\DamageFollowedEntityAction.java,org.terasology.module.behaviors.actions.DamageFollowedEntityAction,class,14,14,0,14,4,2,0,6,0,0.33333334,NaN,NaN,1,0,1,0,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,24,4,0,2,0,0,1,6,8,0,9,1,0,0,0,34,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\plugin\WalkingMovementPlugin.java,org.terasology.module.behaviors.plugin.WalkingMovementPlugin,class,14,17,3,14,6,2,0,13,6,0.75,0.0,0.0,4,0,4,0,0,0,4,0,0,0,1,1,0,1,0,0,1,0,1,26,2,0,1,0,0,3,2,6,1,6,1,0,0,0,35,1,1
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\actions\SetTargetToNearbyBlockAwayFromInstigatorAction.java,org.terasology.module.behaviors.actions.SetTargetToNearbyBlockAwayFromInstigatorAction,class,16,17,1,16,8,2,0,22,1,0.6666667,0.0,0.0,3,0,2,1,0,0,2,0,0,0,4,2,0,4,0,0,3,0,2,44,4,1,3,0,0,1,7,17,0,19,3,0,0,2,70,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\actions\SetTargetToNearbyBlockNode.java,org.terasology.module.behaviors.actions.SetTargetToNearbyBlockNode,class,16,17,1,16,9,2,0,25,0,0.5,1.0,1.0,3,0,2,1,0,0,2,0,0,0,4,1,0,4,0,0,1,0,0,49,4,1,2,0,1,6,11,14,2,15,3,0,0,1,107,1,5
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\components\MeleeAttackComponent.java,org.terasology.module.behaviors.components.MeleeAttackComponent,class,3,4,1,3,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,1,0,0,0,0,42,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\actions\SetTargetToTerritory.java,org.terasology.module.behaviors.actions.SetTargetToTerritory,class,7,7,0,7,4,2,0,5,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,1,0,3,0,2,1,0,0,0,18,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\components\FleeOnHitComponent.java,org.terasology.module.behaviors.components.FleeOnHitComponent,class,2,4,2,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,2,4,0,2,0,0,0,0,47,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\systems\NightTrackerSystem.java,org.terasology.module.behaviors.systems.NightTrackerSystem,class,8,10,2,8,3,2,0,0,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,12,1,0,0,0,0,0,0,3,0,1,0,0,0,0,31,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\actions\FollowPlayerWithinRangeAction.java,org.terasology.module.behaviors.actions.FollowPlayerWithinRangeAction,class,13,13,0,13,12,2,0,11,0,0.25,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,1,58,4,1,6,0,0,1,6,20,0,15,4,0,0,0,40,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\components\FindNearbyPlayersComponent.java,org.terasology.module.behaviors.components.FindNearbyPlayersComponent,class,3,9,6,3,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,1,4,0,3,0,0,0,0,38,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\debug\DebugRenderSystem.java,org.terasology.module.behaviors.debug.DebugRenderSystem,class,10,11,1,10,5,2,0,11,0,0.33333334,1.0,1.0,2,0,2,0,0,0,2,0,0,0,3,0,0,3,0,0,0,0,0,20,0,2,0,0,0,1,0,2,0,4,3,0,0,0,23,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\actions\SetSpeedAction.java,org.terasology.module.behaviors.actions.SetSpeedAction,class,6,6,0,6,2,2,0,3,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,11,1,0,0,0,0,1,1,2,0,2,0,0,0,0,20,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\systems\BehaviorsEventSystem.java,org.terasology.module.behaviors.systems.BehaviorsEventSystem,class,12,12,0,12,2,2,0,6,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,22,1,0,0,0,0,0,0,8,0,4,1,0,0,1,58,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\components\AttackOnHitComponent.java,org.terasology.module.behaviors.components.AttackOnHitComponent,class,3,7,4,3,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,4,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,2,6,0,4,0,0,0,0,17,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\actions\MoveToAction.java,org.terasology.module.behaviors.actions.MoveToAction,class,18,19,1,18,8,2,0,16,0,0.125,1.0,1.0,2,0,2,0,0,0,2,0,0,0,4,1,0,4,0,0,1,0,0,50,3,0,4,0,0,3,2,18,0,14,1,0,0,0,67,1,2
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\components\TerritoryDistance.java,org.terasology.module.behaviors.components.TerritoryDistance,class,3,6,3,3,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,2,0,0,0,0,9,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\components\AttackInProximityComponent.java,org.terasology.module.behaviors.components.AttackInProximityComponent,class,3,5,2,3,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,4,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,2,6,0,4,0,0,0,0,30,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\actions\NearbyBlockRestricted.java,org.terasology.module.behaviors.actions.NearbyBlockRestricted,class,18,19,1,18,14,2,0,33,0,0.6,1.0,1.0,4,0,2,2,0,0,2,0,0,0,5,1,0,5,0,0,3,0,7,61,7,1,3,0,1,2,10,18,2,18,3,0,0,1,96,1,1
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\actions\TargetCharacterAction.java,org.terasology.module.behaviors.actions.TargetCharacterAction,class,6,6,0,6,2,2,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,1,0,3,0,2,0,0,0,0,58,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\actions\SetTargetToFollowedEntityAction.java,org.terasology.module.behaviors.actions.SetTargetToFollowedEntityAction,class,7,7,0,7,4,2,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,3,0,0,1,0,2,0,2,2,0,0,0,20,1,0
C:\projects\Behaviors\src\test\java\org\terasology\module\behaviors\MovementTests.java,org.terasology.module.behaviors.MovementTests,class,27,28,1,27,48,1,0,44,266,0.81658536,0.08421053,0.08421053,25,9,9,5,0,11,20,0,0,0,41,36,0,36,5,0,35,0,11,246,16,7,0,0,0,527,33,82,2,72,3,0,0,8,159,1,1
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\actions\FleeFromCharacterAction.java,org.terasology.module.behaviors.actions.FleeFromCharacterAction,class,6,6,0,6,2,2,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,1,0,3,0,2,0,0,0,0,20,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\plugin\SwimmingMovementPlugin.java,org.terasology.module.behaviors.plugin.SwimmingMovementPlugin,class,14,16,2,14,6,2,0,15,10,0.8,0.0,0.0,5,0,4,1,0,0,4,0,0,0,1,1,0,1,0,0,1,0,3,27,3,0,0,0,1,3,2,7,3,7,1,0,0,0,35,1,1
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\systems\SampleSystem.java,org.terasology.module.behaviors.systems.SampleSystem,class,12,12,0,12,6,2,0,5,6,0.75,0.0,0.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,21,1,1,1,0,0,0,0,3,0,5,1,0,0,0,33,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\actions\JumpNode.java,org.terasology.module.behaviors.actions.JumpNode,class,8,8,0,8,3,2,0,4,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,1,1,4,2,1,2,0,0,0,0,34,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\components\FollowComponent.java,org.terasology.module.behaviors.components.FollowComponent,class,3,12,9,3,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,1,0,0,0,0,23,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\actions\StopMovingAction.java,org.terasology.module.behaviors.actions.StopMovingAction,class,7,7,0,7,1,2,0,7,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,1,1,3,6,1,6,0,0,0,0,24,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\components\FleeingComponent.java,org.terasology.module.behaviors.components.FleeingComponent,class,3,8,5,3,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,1,3,0,2,0,0,0,0,32,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\actions\ValidatePath.java,org.terasology.module.behaviors.actions.ValidatePath,class,8,8,0,8,7,2,0,7,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,21,3,1,3,0,0,1,0,3,0,3,2,0,0,0,41,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\actions\ContinueFollowingCheckAction.java,org.terasology.module.behaviors.actions.ContinueFollowingCheckAction,class,10,11,1,10,12,2,0,5,1,0.5,NaN,NaN,2,0,1,1,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,46,10,0,4,0,0,1,6,12,2,12,2,0,0,0,32,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\components\NPCMovementComponent.java,org.terasology.module.behaviors.components.NPCMovementComponent,class,3,4,1,3,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,2,0,0,0,0,71,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\debug\DebugMoveToSystem.java,org.terasology.module.behaviors.debug.DebugMoveToSystem,class,14,15,1,14,2,2,0,9,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,15,0,1,0,0,0,1,0,3,0,4,1,0,0,0,22,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\systems\PluginSystem.java,org.terasology.module.behaviors.systems.PluginSystem,class,19,26,7,19,10,2,0,16,0,0.33333334,0.6666667,1.0,3,0,3,0,0,0,3,0,0,0,4,1,0,4,0,0,2,0,0,44,2,1,0,0,0,10,0,9,0,14,2,0,0,5,43,1,3
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\actions\CheckTargetStopAction.java,org.terasology.module.behaviors.actions.CheckTargetStopAction,class,9,10,1,9,8,2,0,5,3,0.6666667,NaN,NaN,3,0,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,29,7,0,4,0,0,1,2,6,1,6,1,0,0,0,84,1,0
C:\projects\Behaviors\src\main\java\org\terasology\module\behaviors\plugin\MovementPlugin.java,org.terasology.module.behaviors.plugin.MovementPlugin,class,10,19,9,10,11,1,6,9,43,0.72727275,0.10909091,0.18181819,11,1,11,0,0,0,11,2,0,0,2,0,0,2,0,0,0,0,1,37,5,0,0,0,1,1,1,7,2,5,0,0,0,0,33,1025,0
